# Score (teach set vs baselines)

  gen                   avg                                 stdDev                              median                              max                                 total

  0                1116.733333333331757                 696.497245547715124                1337.499999999996362                2539.499999999998181                8933.866666666654055
  1                1292.624999999998636                 849.290779734282410                1612.866666666664287                2539.499999999998181               10340.999999999989086
  2                1196.287499999999000                1147.192678035469498                1612.866666666664287                2539.499999999998181                9570.299999999991996
  3                1340.641666666665969                1201.681498492609080                2539.499999999998181                2539.499999999998181               10725.133333333327755
  4                1469.049999999998818                1091.847985069349534                2539.499999999998181                2539.499999999998181               11752.399999999990541
  5                1712.158333333332621                 833.695900085542462                2539.499999999998181                2539.499999999998181               13697.266666666660967
  6                1781.849999999998545                1013.298121509930525                2539.499999999998181                2539.499999999998181               14254.799999999988358
  7                1652.241666666665424                 909.875324907209119                2539.499999999998181                2539.499999999998181               13217.933333333323390
  8                1774.537499999998772                 766.570962040533686                2539.499999999998181                2539.499999999998181               14196.299999999990177
  9                 530.574999999999932                 442.204564511719866                 888.000000000001137                1050.099999999998545                4244.599999999999454
 10                 832.812499999999886                 645.067241528934915                 589.000000000000341                2539.499999999998181                6662.499999999999091
 11                 715.799999999999386                 126.799999999998988                 842.599999999998317                 842.599999999998317                5726.399999999995089
 12                 826.283333333333530                 237.283333333333275                1063.566666666666833                1063.566666666666833                6610.266666666668243
 13                1490.733333333331757                1048.766666666665969                2539.499999999998181                2539.499999999998181               11925.866666666654055
 14                1477.733333333331757                1093.322996394223310                2539.499999999998181                2539.499999999998181               11821.866666666654055
 15                 422.633333333333326                   0.000000000000057                 422.633333333333383                 422.633333333333383                3381.066666666666606
 16                 403.350000000000421                 311.250000000000398                 714.600000000000705                 714.600000000000705                3226.800000000003365
 17                 152.033333333333502                   0.000000000000028                 152.033333333333474                 152.033333333333474                1216.266666666668016
 18                1297.583333333332121                1241.916666666665606                2539.499999999998181                2539.499999999998181               10380.666666666656965
 19                1679.349999999998545                 860.149999999999864                2539.499999999998181                2539.499999999998181               13434.799999999988358
 20                 990.566666666666606                 673.199999999999818                1663.766666666666424                1663.766666666666424                7924.533333333332848
 21                 793.783333333334213                  22.850000000000026                 816.633333333334235                 816.633333333334235                6350.266666666673700
 22                  66.666666666666643                   7.633333333333333                  74.299999999999983                  74.299999999999983                 533.333333333333144
 23                  74.299999999999969                   0.000000000000014                  74.299999999999983                  74.299999999999983                 594.399999999999750
 24                  84.200000000000003                   9.900000000000013                  94.100000000000009                  94.100000000000009                 673.600000000000023
 25                 102.700000000000045                  28.400000000000052                 131.100000000000080                 131.100000000000080                 821.600000000000364
 26                 432.433333333333735                 358.133333333333781                 790.566666666667516                 790.566666666667516                3459.466666666669880
 27                  96.150000000000034                  22.282373452275426                 114.433333333333394                 128.700000000000102                 769.200000000000273
 28                 340.904166666666981                 346.955017672600775                  74.299999999999983                 788.800000000000864                2727.233333333335850
 29                  93.083333333333371                  18.783333333333374                 111.866666666666731                 111.866666666666731                 744.666666666666970
 30                  93.083333333333371                  18.783333333333374                 111.866666666666731                 111.866666666666731                 744.666666666666970
 31                 244.783333333333246                 170.483333333333292                 415.266666666666538                 415.266666666666538                1958.266666666665969
 32                 555.900000000000205                 481.600000000000250                1037.500000000000455                1037.500000000000455                4447.200000000001637
 33                 314.762499999999989                 269.721711232923894                 455.466666666666356                 854.500000000001023                2518.099999999999909
 34                 215.604166666666515                 185.842635370702055                  74.299999999999983                 455.466666666666356                1724.833333333332121
 35                  95.550000000000026                  21.250000000000043                 116.800000000000068                 116.800000000000068                 764.400000000000205
 36                  81.312500000000000                  15.414774095544418                  74.299999999999983                  99.533333333333360                 650.500000000000000
 37                  63.429166666666646                  13.589522490793325                  74.299999999999983                  74.299999999999983                 507.433333333333167
 38                 405.595833333333644                 433.288159644588973                  74.299999999999983                 964.900000000000773                3244.766666666669153
 39                  67.283333333333346                   6.050000000000011                  73.333333333333343                  73.333333333333343                 538.266666666666765
 40                 100.383333333333411                  51.650000000000077                 152.033333333333474                 152.033333333333474                 803.066666666667288
 41                1332.766666666665515                1206.733333333332439                2539.499999999998181                2539.499999999998181               10662.133333333324117
 42                1892.183333333332484                 647.316666666665469                2539.499999999998181                2539.499999999998181               15137.466666666659876
 43                1446.891666666665060                 751.648620394972795                1416.399999999998045                2539.499999999998181               11575.133333333320479
 44                1317.925000000000637                 705.276655085315724                 910.733333333334599                2539.499999999998181               10543.400000000005093
 45                1555.637499999999591                1492.056528702498099                2539.499999999998181                3198.799999999999272               12445.099999999996726
 46                1585.820833333333667                 413.277793290521629                1297.933333333333394                2118.699999999999818               12686.566666666669335
 47                 742.825000000000045                 562.827767159822315                1297.933333333333394                1297.933333333333394                5942.600000000000364
 48                 197.866666666666845                 256.028152748872799                 111.866666666666731                 874.566666666667629                1582.933333333334758
 49                  69.100000000000009                   0.000000000000014                  69.099999999999994                  69.099999999999994                 552.800000000000068
